campaign_member_id,person_record_id,entity_type,campaign_id,campaign_name,campaign_type,member_status,is_responded,response_date,is_automated,is_active,scoring_person_id
CM000880,L00475,Lead,CAM0050,Webinar Campaign 050,Webinar,Attended,True,2025-09-10,False,False,L00475
CM000881,L00475,Lead,CAM0005,Telemarketing Campaign 005,Telemarketing,Sent,False,2024-08-15,False,True,L00475
CM000882,L00475,Lead,CAM0031,Email Campaign 031,Email,Responded,True,2024-02-21,False,True,L00475
CM000883,L00334,Lead,CAM0057,Event Campaign 057,Event,Registered,True,2026-05-21,False,True,L00334
CM000884,L00161,Lead,CAM0056,Webinar Campaign 056,Webinar,Attended,True,2026-04-11,False,True,L00161
CM000885,L00038,Lead,CAM0053,Email Campaign 053,Email,Sent,False,2025-06-10,True,True,L00038
CM000886,L00038,Lead,CAM0044,Event Campaign 044,Event,Sent,False,2025-10-08,True,True,L00038
CM000887,L00038,Lead,CAM0038,Email Campaign 038,Email,Sent,False,2023-02-16,True,True,L00038
CM000888,L00038,Lead,CAM0045,Email Campaign 045,Email,Sent,False,2025-04-14,True,True,L00038
CM000889,L00038,Lead,CAM0018,Content Syndication Campaign 018,Content Syndication,Sent,False,2024-06-29,True,True,L00038
CM000890,L00038,Lead,CAM0004,Advertisement Campaign 004,Advertisement,Sent,False,2023-12-15,True,True,L00038
CM000891,L00038,Lead,CAM0034,Webinar Campaign 034,Webinar,Attended,True,2024-06-08,False,True,L00038
CM000892,L00038,Lead,CAM0034,Webinar Campaign 034,Webinar,Sent,False,2024-05-15,True,True,L00038
CM000893,L00038,Lead,CAM0049,Webinar Campaign 049,Webinar,Sent,False,2025-10-31,True,True,L00038
CM000894,L00038,Lead,CAM0015,Advertisement Campaign 015,Advertisement,Sent,False,2024-05-15,True,True,L00038
CM000895,L00038,Lead,CAM0054,Email Campaign 054,Email,Sent,False,2025-12-25,True,True,L00038
CM000896,L00038,Lead,CAM0030,Event Campaign 030,Event,Sent,False,2023-09-14,True,True,L00038
CM000897,L00038,Lead,CAM0027,Advertisement Campaign 027,Advertisement,Sent,False,2024-03-26,True,True,L00038
CM000898,C00135,Contact,CAM0013,Content Syndication Campaign 013,Content Syndication,Clicked,True,2023-05-18,False,True,C00135
CM000899,C00135,Contact,CAM0060,Event Campaign 060,Event,Registered,True,2026-05-13,False,True,C00135
CM000900,L00359,Lead,CAM0031,Email Campaign 031,Email,Sent,False,2024-03-06,True,True,L00359
CM000901,L00052,Lead,CAM0060,Event Campaign 060,Event,Registered,True,2026-05-12,False,True,L00052
CM000902,L00052,Lead,CAM0037,Email Campaign 037,Email,Sent,False,2024-03-03,True,False,L00052
CM000903,L00052,Lead,CAM0022,Event Campaign 022,Event,Sent,False,2024-05-16,True,True,L00052
CM000904,L00052,Lead,CAM0022,Event Campaign 022,Event,Sent,False,2024-05-15,True,True,L00052
CM000905,L00052,Lead,CAM0013,Content Syndication Campaign 013,Content Syndication,Sent,False,2023-05-21,True,True,L00052
CM000906,L00052,Lead,CAM0045,Email Campaign 045,Email,Sent,False,2025-04-28,True,True,L00052
CM000907,L00052,Lead,CAM0007,Advertisement Campaign 007,Advertisement,Sent,False,2023-12-05,True,True,L00052
CM000908,L00052,Lead,CAM0013,Content Syndication Campaign 013,Content Syndication,Sent,False,2023-04-23,True,True,L00052
CM000909,L00052,Lead,CAM0008,Email Campaign 008,Email,Sent,False,2023-05-01,True,True,L00052
CM000910,L00052,Lead,CAM0046,Webinar Campaign 046,Webinar,Registered,True,2026-01-08,False,True,L00052
CM000911,L00117,Lead,CAM0059,Content Syndication Campaign 059,Content Syndication,Responded,True,2026-05-02,False,True,C00117
CM000912,L00117,Lead,CAM0037,Email Campaign 037,Email,Sent,False,2024-03-11,True,True,C00117
CM000913,L00117,Lead,CAM0002,Telemarketing Campaign 002,Telemarketing,Sent,False,2023-02-27,False,True,C00117
CM000914,C00108,Contact,CAM0054,Email Campaign 054,Email,Sent,False,2025-12-13,True,True,C00108
CM000915,C00108,Contact,CAM0049,Webinar Campaign 049,Webinar,Attended,True,2025-10-15,False,True,C00108
CM000916,C00345,Contact,CAM0034,Webinar Campaign 034,Webinar,Registered,True,2024-06-02,False,True,C00345
CM000917,C00345,Contact,CAM0023,Webinar Campaign 023,Webinar,Registered,True,2024-05-21,False,True,C00345
CM000918,L00440,Lead,CAM0036,Advertisement Campaign 036,Advertisement,Sent,False,2024-09-23,True,True,L00440
CM000919,L00440,Lead,CAM0006,Telemarketing Campaign 006,Telemarketing,Sent,False,2023-04-11,True,True,L00440
CM000920,L00440,Lead,CAM0029,Webinar Campaign 029,Webinar,Registered,True,2024-01-26,False,True,L00440
CM000921,L00440,Lead,CAM0054,Email Campaign 054,Email,Sent,False,2025-12-23,True,True,L00440
CM000922,L00440,Lead,CAM0029,Webinar Campaign 029,Webinar,Sent,False,2024-02-07,True,True,L00440
CM000923,L00440,Lead,CAM0059,Content Syndication Campaign 059,Content Syndication,Sent,False,2026-04-16,True,True,L00440
CM000924,L00440,Lead,CAM0055,Advertisement Campaign 055,Advertisement,Sent,False,2025-09-28,True,True,L00440
CM000925,L00440,Lead,CAM0016,Content Syndication Campaign 016,Content Syndication,Sent,False,2023-09-14,True,True,L00440
CM000926,L00440,Lead,CAM0025,Event Campaign 025,Event,Sent,False,2023-03-06,True,True,L00440
CM000927,L00440,Lead,CAM0012,Telemarketing Campaign 012,Telemarketing,Sent,False,2023-10-21,True,True,L00440
CM000928,L00440,Lead,CAM0012,Telemarketing Campaign 012,Telemarketing,Sent,False,2023-10-14,True,False,L00440
CM000929,L00440,Lead,CAM0023,Webinar Campaign 023,Webinar,Sent,False,2024-05-10,True,True,L00440
CM000930,L00440,Lead,CAM0026,Telemarketing Campaign 026,Telemarketing,Sent,False,2023-12-16,True,True,L00440
CM000931,L00440,Lead,CAM0022,Event Campaign 022,Event,Sent,False,2024-04-29,True,True,L00440
CM000932,L00440,Lead,CAM0044,Event Campaign 044,Event,Sent,False,2025-10-16,True,True,L00440
CM000933,L00440,Lead,CAM0010,Content Syndication Campaign 010,Content Syndication,Sent,False,2024-04-26,True,True,L00440
CM000934,C00200,Contact,CAM0016,Content Syndication Campaign 016,Content Syndication,Clicked,True,2023-09-01,False,True,C00200
CM000935,C00200,Contact,CAM0037,Email Campaign 037,Email,Sent,False,2024-03-30,True,True,C00200
CM000936,C00200,Contact,CAM0003,Event Campaign 003,Event,Attended,True,2023-11-15,False,True,C00200
CM000937,C00377,Contact,CAM0053,Email Campaign 053,Email,Responded,True,2025-05-17,False,False,C00377
CM000938,C00377,Contact,CAM0002,Telemarketing Campaign 002,Telemarketing,Sent,False,2023-02-27,True,True,C00377
CM000939,C00377,Contact,CAM0011,Webinar Campaign 011,Webinar,Sent,False,2024-01-24,True,True,C00377
CM000940,C00377,Contact,CAM0011,Webinar Campaign 011,Webinar,Sent,False,2024-01-04,True,True,C00377
CM000941,C00377,Contact,CAM0056,Webinar Campaign 056,Webinar,Sent,False,2026-04-25,True,True,C00377
CM000942,C00377,Contact,CAM0048,Event Campaign 048,Event,No Show,True,2025-08-02,False,True,C00377
CM000943,C00377,Contact,CAM0017,Content Syndication Campaign 017,Content Syndication,Sent,False,2023-11-24,True,True,C00377
CM000944,C00377,Contact,CAM0003,Event Campaign 003,Event,Sent,False,2023-10-25,True,True,C00377
CM000945,C00377,Contact,CAM0025,Event Campaign 025,Event,Sent,False,2023-02-26,True,True,C00377
CM000946,C00377,Contact,CAM0036,Advertisement Campaign 036,Advertisement,Sent,False,2024-09-30,True,False,C00377
CM000947,C00377,Contact,CAM0003,Event Campaign 003,Event,Sent,False,2023-11-11,True,True,C00377
CM000948,C00377,Contact,CAM0029,Webinar Campaign 029,Webinar,Sent,False,2024-02-16,True,True,C00377
CM000949,C00377,Contact,CAM0033,Advertisement Campaign 033,Advertisement,Sent,False,2023-03-10,True,True,C00377
CM000950,C00377,Contact,CAM0059,Content Syndication Campaign 059,Content Syndication,Sent,False,2026-04-28,True,False,C00377
CM000951,C00377,Contact,CAM0012,Telemarketing Campaign 012,Telemarketing,Clicked,True,2023-10-27,False,True,C00377
CM000952,C00152,Contact,CAM0024,Advertisement Campaign 024,Advertisement,Sent,False,2024-03-16,False,True,C00152
CM000953,C00152,Contact,CAM0001,Email Campaign 001,Email,Sent,False,2024-10-18,True,True,C00152
CM000954,C00152,Contact,CAM0034,Webinar Campaign 034,Webinar,Sent,False,2024-05-22,True,True,C00152
CM000955,C00152,Contact,CAM0046,Webinar Campaign 046,Webinar,Sent,False,2026-01-15,True,True,C00152
CM000956,C00152,Contact,CAM0041,Email Campaign 041,Email,Sent,False,2025-04-28,True,True,C00152
CM000957,C00152,Contact,CAM0001,Email Campaign 001,Email,Sent,False,2024-10-20,True,True,C00152
CM000958,C00152,Contact,CAM0034,Webinar Campaign 034,Webinar,Sent,False,2024-06-02,True,False,C00152
CM000959,C00152,Contact,CAM0053,Email Campaign 053,Email,Sent,False,2025-05-18,True,True,C00152
CM000960,C00161,Contact,CAM0029,Webinar Campaign 029,Webinar,Sent,False,2024-02-17,True,True,C00161
CM000961,C00161,Contact,CAM0049,Webinar Campaign 049,Webinar,Sent,False,2025-10-02,True,True,C00161
CM000962,C00161,Contact,CAM0052,Advertisement Campaign 052,Advertisement,Sent,False,2025-05-08,False,True,C00161
CM000963,C00161,Contact,CAM0037,Email Campaign 037,Email,Sent,False,2024-03-08,True,True,C00161
CM000964,C00161,Contact,CAM0032,Webinar Campaign 032,Webinar,Sent,False,2023-05-12,True,True,C00161
CM000965,C00161,Contact,CAM0049,Webinar Campaign 049,Webinar,Sent,False,2025-10-14,True,True,C00161
CM000966,C00161,Contact,CAM0055,Advertisement Campaign 055,Advertisement,Clicked,True,2025-09-20,False,True,C00161
CM000967,C00161,Contact,CAM0048,Event Campaign 048,Event,Sent,False,2025-07-17,True,True,C00161
CM000968,C00381,Contact,CAM0059,Content Syndication Campaign 059,Content Syndication,Sent,False,2026-05-03,True,True,C00381
CM000969,C00381,Contact,CAM0056,Webinar Campaign 056,Webinar,Sent,False,2026-04-14,True,True,C00381
CM000970,C00381,Contact,CAM0057,Event Campaign 057,Event,Sent,False,2026-05-21,True,True,C00381
CM000971,C00381,Contact,CAM0056,Webinar Campaign 056,Webinar,Sent,False,2026-04-23,True,True,C00381
CM000972,C00381,Contact,CAM0058,Webinar Campaign 058,Webinar,Sent,False,2026-05-18,True,True,C00381
CM000973,C00381,Contact,CAM0060,Event Campaign 060,Event,Sent,False,2026-05-07,True,True,C00381
CM000974,C00381,Contact,CAM0060,Event Campaign 060,Event,Sent,False,2026-05-06,True,True,C00381
CM000975,C00381,Contact,CAM0038,Email Campaign 038,Email,Sent,False,2023-02-05,True,True,C00381
CM000976,C00381,Contact,CAM0037,Email Campaign 037,Email,Sent,False,2024-03-04,True,True,C00381
CM000977,C00381,Contact,CAM0021,Advertisement Campaign 021,Advertisement,Sent,False,2023-08-14,True,True,C00381
CM000978,C00381,Contact,CAM0039,Advertisement Campaign 039,Advertisement,Sent,False,2024-12-25,True,True,C00381
CM000979,C00381,Contact,CAM0046,Webinar Campaign 046,Webinar,Sent,False,2026-01-21,True,True,C00381
CM000980,C00381,Contact,CAM0031,Email Campaign 031,Email,Sent,False,2024-02-29,True,True,C00381
CM000981,C00381,Contact,CAM0006,Telemarketing Campaign 006,Telemarketing,Sent,False,2023-04-24,True,True,C00381
CM000982,L00315,Lead,CAM0027,Advertisement Campaign 027,Advertisement,Sent,False,2024-04-10,False,True,L00315
CM000983,C00206,Contact,CAM0060,Event Campaign 060,Event,Attended,True,2026-05-12,False,True,C00206
CM000984,L00450,Lead,CAM0058,Webinar Campaign 058,Webinar,Attended,True,2026-05-14,False,True,L00450
CM000985,L00162,Lead,CAM0051,Webinar Campaign 051,Webinar,Registered,True,2025-03-26,False,True,L00162
CM000986,C00173,Contact,CAM0056,Webinar Campaign 056,Webinar,Registered,True,2026-04-11,False,True,C00173
CM000987,C00173,Contact,CAM0042,Advertisement Campaign 042,Advertisement,Sent,False,2025-11-24,False,True,C00173
CM000988,C00173,Contact,CAM0025,Event Campaign 025,Event,Registered,True,2023-03-08,False,True,C00173
CM000989,C00252,Contact,CAM0045,Email Campaign 045,Email,Sent,False,2025-04-14,True,True,C00252
CM000990,C00252,Contact,CAM0052,Advertisement Campaign 052,Advertisement,Sent,False,2025-05-02,True,True,C00252
CM000991,C00252,Contact,CAM0005,Telemarketing Campaign 005,Telemarketing,Clicked,True,2024-08-26,False,False,C00252
CM000992,C00252,Contact,CAM0008,Email Campaign 008,Email,Sent,False,2023-05-15,True,True,C00252
CM000993,C00252,Contact,CAM0044,Event Campaign 044,Event,Sent,False,2025-10-26,True,True,C00252
CM000994,C00252,Contact,CAM0034,Webinar Campaign 034,Webinar,Sent,False,2024-05-31,True,True,C00252
CM000995,C00252,Contact,CAM0015,Advertisement Campaign 015,Advertisement,Sent,False,2024-05-08,True,True,C00252
CM000996,C00252,Contact,CAM0002,Telemarketing Campaign 002,Telemarketing,Sent,False,2023-03-03,True,True,C00252
CM000997,C00252,Contact,CAM0058,Webinar Campaign 058,Webinar,Attended,True,2026-05-21,False,True,C00252
CM000998,C00279,Contact,CAM0059,Content Syndication Campaign 059,Content Syndication,Clicked,True,2026-04-16,False,False,C00279
CM000999,C00279,Contact,CAM0016,Content Syndication Campaign 016,Content Syndication,Clicked,True,2023-09-08,False,True,C00279
CM001000,C00279,Contact,CAM0034,Webinar Campaign 034,Webinar,Attended,True,2024-05-13,False,True,C00279
CM001001,C00329,Contact,CAM0060,Event Campaign 060,Event,Attended,True,2026-04-16,False,True,C00329
CM001002,C00329,Contact,CAM0006,Telemarketing Campaign 006,Telemarketing,Clicked,True,2023-04-12,False,True,C00329
CM001003,C00329,Contact,CAM0030,Event Campaign 030,Event,Attended,True,2023-09-27,False,True,C00329
CM001004,C00177,Contact,CAM0060,Event Campaign 060,Event,Registered,True,2026-05-09,False,True,C00177
CM001005,C00177,Contact,CAM0007,Advertisement Campaign 007,Advertisement,Clicked,True,2023-11-29,False,True,C00177
CM001006,C00177,Contact,CAM0050,Webinar Campaign 050,Webinar,Registered,True,2025-09-08,False,True,C00177
CM001007,L00581,Lead,CAM0056,Webinar Campaign 056,Webinar,Registered,True,2026-04-22,False,True,L00581
CM001008,L00581,Lead,CAM0001,Email Campaign 001,Email,Clicked,True,2024-10-25,False,True,L00581
CM001009,L00221,Lead,CAM0027,Advertisement Campaign 027,Advertisement,Sent,False,2024-04-17,True,True,C00080
CM001010,L00221,Lead,CAM0041,Email Campaign 041,Email,Sent,False,2025-04-27,True,True,C00080
CM001011,L00221,Lead,CAM0019,Webinar Campaign 019,Webinar,Sent,False,2024-07-05,True,True,C00080
CM001012,L00221,Lead,CAM0037,Email Campaign 037,Email,Sent,False,2024-03-26,True,True,C00080
CM001013,L00221,Lead,CAM0014,Content Syndication Campaign 014,Content Syndication,Sent,False,2024-11-05,True,True,C00080
CM001014,L00221,Lead,CAM0033,Advertisement Campaign 033,Advertisement,Sent,False,2023-03-13,True,False,C00080
CM001015,L00221,Lead,CAM0004,Advertisement Campaign 004,Advertisement,Clicked,True,2023-12-07,False,True,C00080
CM001016,L00221,Lead,CAM0027,Advertisement Campaign 027,Advertisement,Sent,False,2024-04-06,True,True,C00080
CM001017,L00221,Lead,CAM0031,Email Campaign 031,Email,Clicked,True,2024-02-20,False,True,C00080
CM001018,L00079,Lead,CAM0047,Advertisement Campaign 047,Advertisement,Sent,False,2025-06-22,True,True,L00079
CM001019,L00079,Lead,CAM0004,Advertisement Campaign 004,Advertisement,Sent,False,2023-12-11,True,True,L00079
CM001020,L00079,Lead,CAM0024,Advertisement Campaign 024,Advertisement,Sent,False,2024-03-17,True,True,L00079
CM001021,L00079,Lead,CAM0046,Webinar Campaign 046,Webinar,Sent,False,2026-01-10,True,True,L00079
CM001022,L00079,Lead,CAM0059,Content Syndication Campaign 059,Content Syndication,Sent,False,2026-04-30,True,True,L00079
CM001023,L00079,Lead,CAM0018,Content Syndication Campaign 018,Content Syndication,Sent,False,2024-07-08,True,True,L00079
CM001024,L00079,Lead,CAM0017,Content Syndication Campaign 017,Content Syndication,Clicked,True,2023-11-19,False,True,L00079
CM001025,L00467,Lead,CAM0057,Event Campaign 057,Event,No Show,True,2026-05-15,False,True,L00467
CM001026,C00029,Contact,CAM0014,Content Syndication Campaign 014,Content Syndication,Clicked,True,2024-11-21,False,True,C00029
CM001027,C00029,Contact,CAM0056,Webinar Campaign 056,Webinar,Registered,True,2026-05-08,False,True,C00029
CM001028,C00029,Contact,CAM0056,Webinar Campaign 056,Webinar,Attended,True,2026-05-08,False,False,C00029
CM001029,C00128,Contact,CAM0060,Event Campaign 060,Event,Attended,True,2026-05-09,False,True,C00128
CM001030,C00128,Contact,CAM0017,Content Syndication Campaign 017,Content Syndication,Sent,False,2023-11-26,False,True,C00128
CM001031,C00044,Contact,CAM0057,Event Campaign 057,Event,Registered,True,2026-05-13,False,True,C00044
CM001032,C00363,Contact,CAM0056,Webinar Campaign 056,Webinar,Registered,True,2026-04-25,False,True,C00363
CM001033,C00063,Contact,CAM0051,Webinar Campaign 051,Webinar,Sent,False,2025-03-06,True,True,C00063
CM001034,C00063,Contact,CAM0031,Email Campaign 031,Email,Sent,False,2024-03-09,True,True,C00063
CM001035,C00063,Contact,CAM0011,Webinar Campaign 011,Webinar,Sent,False,2024-01-27,True,True,C00063
CM001036,C00063,Contact,CAM0003,Event Campaign 003,Event,Attended,True,2023-10-31,False,True,C00063
CM001037,C00063,Contact,CAM0006,Telemarketing Campaign 006,Telemarketing,Sent,False,2023-04-06,True,True,C00063
CM001038,C00063,Contact,CAM0015,Advertisement Campaign 015,Advertisement,Sent,False,2024-05-12,True,True,C00063
CM001039,C00063,Contact,CAM0053,Email Campaign 053,Email,Sent,False,2025-05-16,True,True,C00063
CM001040,C00063,Contact,CAM0013,Content Syndication Campaign 013,Content Syndication,Sent,False,2023-05-04,True,False,C00063
CM001041,L00565,Lead,CAM0016,Content Syndication Campaign 016,Content Syndication,Clicked,True,2023-09-08,False,True,C00008
CM001042,L00565,Lead,CAM0017,Content Syndication Campaign 017,Content Syndication,Sent,False,2023-11-11,True,True,C00008
CM001043,L00565,Lead,CAM0032,Webinar Campaign 032,Webinar,Registered,True,2023-05-12,False,True,C00008
CM001044,L00565,Lead,CAM0025,Event Campaign 025,Event,Sent,False,2023-03-15,True,True,C00008
CM001045,L00565,Lead,CAM0025,Event Campaign 025,Event,Sent,False,2023-03-20,True,True,C00008
CM001046,L00565,Lead,CAM0023,Webinar Campaign 023,Webinar,Sent,False,2024-04-25,True,True,C00008
CM001047,L00565,Lead,CAM0056,Webinar Campaign 056,Webinar,Sent,False,2026-04-26,True,True,C00008
CM001048,L00565,Lead,CAM0039,Advertisement Campaign 039,Advertisement,Sent,False,2025-01-19,True,True,C00008
CM001049,L00565,Lead,CAM0054,Email Campaign 054,Email,Sent,False,2026-01-06,True,True,C00008
CM001050,L00565,Lead,CAM0056,Webinar Campaign 056,Webinar,Sent,False,2026-04-21,True,True,C00008
CM001051,L00163,Lead,CAM0004,Advertisement Campaign 004,Advertisement,Sent,False,2023-12-22,True,True,L00163
CM001052,L00163,Lead,CAM0017,Content Syndication Campaign 017,Content Syndication,Sent,False,2023-11-15,True,True,L00163
CM001053,L00163,Lead,CAM0027,Advertisement Campaign 027,Advertisement,Sent,False,2024-04-09,True,True,L00163
CM001054,L00163,Lead,CAM0040,Webinar Campaign 040,Webinar,Sent,False,2023-12-16,True,True,L00163
CM001055,L00163,Lead,CAM0014,Content Syndication Campaign 014,Content Syndication,Sent,False,2024-11-14,True,True,L00163
CM001056,L00163,Lead,CAM0025,Event Campaign 025,Event,Sent,False,2023-02-23,True,True,L00163
CM001057,L00163,Lead,CAM0006,Telemarketing Campaign 006,Telemarketing,Sent,False,2023-04-10,True,True,L00163
CM001058,L00163,Lead,CAM0007,Advertisement Campaign 007,Advertisement,Sent,False,2023-12-09,True,True,L00163
CM001059,L00163,Lead,CAM0027,Advertisement Campaign 027,Advertisement,Sent,False,2024-04-09,True,True,L00163
CM001060,L00163,Lead,CAM0038,Email Campaign 038,Email,Sent,False,2023-02-13,True,True,L00163
CM001061,L00163,Lead,CAM0028,Telemarketing Campaign 028,Telemarketing,Sent,False,2024-11-25,True,True,L00163
CM001062,L00163,Lead,CAM0023,Webinar Campaign 023,Webinar,Sent,False,2024-05-01,True,True,L00163
CM001063,L00163,Lead,CAM0030,Event Campaign 030,Event,Sent,False,2023-09-21,True,True,L00163
CM001064,L00163,Lead,CAM0039,Advertisement Campaign 039,Advertisement,Sent,False,2024-12-22,True,True,L00163
CM001065,L00050,Lead,CAM0017,Content Syndication Campaign 017,Content Syndication,Responded,True,2023-11-02,False,True,L00050
CM001066,L00050,Lead,CAM0046,Webinar Campaign 046,Webinar,Attended,True,2026-01-23,False,False,L00050
CM001067,L00116,Lead,CAM0026,Telemarketing Campaign 026,Telemarketing,Sent,False,2023-12-23,True,True,L00116
CM001068,L00116,Lead,CAM0050,Webinar Campaign 050,Webinar,Sent,False,2025-09-24,True,True,L00116
CM001069,L00116,Lead,CAM0016,Content Syndication Campaign 016,Content Syndication,Sent,False,2023-08-26,True,True,L00116
CM001070,L00116,Lead,CAM0034,Webinar Campaign 034,Webinar,Sent,False,2024-06-02,True,True,L00116
CM001071,L00116,Lead,CAM0018,Content Syndication Campaign 018,Content Syndication,Sent,False,2024-06-28,True,True,L00116
CM001072,L00116,Lead,CAM0004,Advertisement Campaign 004,Advertisement,Sent,False,2023-12-02,True,True,L00116
CM001073,L00116,Lead,CAM0060,Event Campaign 060,Event,Registered,True,2026-04-16,False,True,L00116
CM001074,C00079,Contact,CAM0055,Advertisement Campaign 055,Advertisement,Sent,False,2025-09-22,True,True,C00079
CM001075,C00079,Contact,CAM0006,Telemarketing Campaign 006,Telemarketing,Sent,False,2023-04-24,True,True,C00079
CM001076,C00079,Contact,CAM0033,Advertisement Campaign 033,Advertisement,Sent,False,2023-03-20,True,True,C00079
CM001077,C00079,Contact,CAM0030,Event Campaign 030,Event,Sent,False,2023-09-24,True,True,C00079
CM001078,C00079,Contact,CAM0005,Telemarketing Campaign 005,Telemarketing,Sent,False,2024-08-16,True,True,C00079
CM001079,C00079,Contact,CAM0012,Telemarketing Campaign 012,Telemarketing,Sent,False,2023-11-01,True,False,C00079
CM001080,C00079,Contact,CAM0043,Webinar Campaign 043,Webinar,Sent,False,2025-10-03,True,True,C00079
CM001081,C00079,Contact,CAM0036,Advertisement Campaign 036,Advertisement,Sent,False,2024-09-14,True,True,C00079
CM001082,C00022,Contact,CAM0059,Content Syndication Campaign 059,Content Syndication,Responded,True,2026-04-26,False,True,C00022
CM001083,C00022,Contact,CAM0024,Advertisement Campaign 024,Advertisement,Clicked,True,2024-03-25,False,True,C00022
CM001084,C00022,Contact,CAM0037,Email Campaign 037,Email,Sent,False,2024-03-06,True,True,C00022
CM001085,C00155,Contact,CAM0030,Event Campaign 030,Event,Registered,True,2023-09-08,False,True,C00155
CM001086,C00155,Contact,CAM0052,Advertisement Campaign 052,Advertisement,Sent,False,2025-05-01,False,True,C00155
CM001087,L00042,Lead,CAM0024,Advertisement Campaign 024,Advertisement,Clicked,True,2024-04-01,False,True,L00042
CM001088,L00042,Lead,CAM0049,Webinar Campaign 049,Webinar,Registered,True,2025-10-31,False,True,L00042
CM001089,L00042,Lead,CAM0018,Content Syndication Campaign 018,Content Syndication,Sent,False,2024-07-07,True,True,L00042
CM001090,L00042,Lead,CAM0043,Webinar Campaign 043,Webinar,Sent,False,2025-10-20,True,True,L00042
CM001091,L00042,Lead,CAM0034,Webinar Campaign 034,Webinar,Attended,True,2024-05-17,False,True,L00042
CM001092,L00042,Lead,CAM0054,Email Campaign 054,Email,Sent,False,2025-12-23,True,True,L00042
CM001093,L00042,Lead,CAM0025,Event Campaign 025,Event,Sent,False,2023-03-04,True,True,L00042
CM001094,L00042,Lead,CAM0015,Advertisement Campaign 015,Advertisement,Sent,False,2024-05-08,True,True,L00042
CM001095,L00042,Lead,CAM0024,Advertisement Campaign 024,Advertisement,Sent,False,2024-04-05,True,False,L00042
CM001096,C00191,Contact,CAM0031,Email Campaign 031,Email,Sent,False,2024-03-05,True,True,C00191
CM001097,C00191,Contact,CAM0058,Webinar Campaign 058,Webinar,Sent,False,2026-05-06,True,True,C00191
CM001098,C00191,Contact,CAM0042,Advertisement Campaign 042,Advertisement,Sent,False,2025-11-30,True,True,C00191
CM001099,C00191,Contact,CAM0058,Webinar Campaign 058,Webinar,Sent,False,2026-05-21,True,True,C00191
CM001100,C00191,Contact,CAM0007,Advertisement Campaign 007,Advertisement,Sent,False,2023-11-16,True,False,C00191
CM001101,C00191,Contact,CAM0040,Webinar Campaign 040,Webinar,Sent,False,2023-12-04,True,True,C00191
CM001102,C00191,Contact,CAM0002,Telemarketing Campaign 002,Telemarketing,Sent,False,2023-03-12,True,True,C00191
CM001103,C00191,Contact,CAM0013,Content Syndication Campaign 013,Content Syndication,Sent,False,2023-05-08,True,True,C00191
CM001104,C00203,Contact,CAM0002,Telemarketing Campaign 002,Telemarketing,Sent,False,2023-02-19,False,True,C00203
CM001105,C00203,Contact,CAM0021,Advertisement Campaign 021,Advertisement,Sent,False,2023-08-14,False,True,C00203
CM001106,C00203,Contact,CAM0016,Content Syndication Campaign 016,Content Syndication,Sent,False,2023-09-16,False,True,C00203
CM001107,C00147,Contact,CAM0031,Email Campaign 031,Email,Sent,False,2024-03-05,True,True,C00147
CM001108,C00147,Contact,CAM0034,Webinar Campaign 034,Webinar,Sent,False,2024-05-27,True,True,C00147
CM001109,C00147,Contact,CAM0048,Event Campaign 048,Event,Sent,False,2025-07-31,True,True,C00147
CM001110,C00147,Contact,CAM0021,Advertisement Campaign 021,Advertisement,Sent,False,2023-09-06,True,True,C00147
CM001111,C00147,Contact,CAM0007,Advertisement Campaign 007,Advertisement,Sent,False,2023-11-18,False,True,C00147
CM001112,C00147,Contact,CAM0036,Advertisement Campaign 036,Advertisement,Sent,False,2024-09-29,True,True,C00147
CM001113,C00147,Contact,CAM0047,Advertisement Campaign 047,Advertisement,Sent,False,2025-06-24,True,True,C00147
CM001114,C00147,Contact,CAM0001,Email Campaign 001,Email,Responded,True,2024-10-05,False,True,C00147
CM001115,C00147,Contact,CAM0049,Webinar Campaign 049,Webinar,Sent,False,2025-10-14,True,True,C00147
CM001116,C00348,Contact,CAM0010,Content Syndication Campaign 010,Content Syndication,Sent,False,2024-04-29,False,True,C00348
CM001117,C00348,Contact,CAM0022,Event Campaign 022,Event,Registered,True,2024-05-08,False,True,C00348
CM001118,C00085,Contact,CAM0037,Email Campaign 037,Email,Sent,False,2024-03-28,True,True,C00085
CM001119,C00074,Contact,CAM0059,Content Syndication Campaign 059,Content Syndication,Clicked,True,2026-04-13,False,True,C00074
CM001120,C00074,Contact,CAM0010,Content Syndication Campaign 010,Content Syndication,Sent,False,2024-04-09,False,False,C00074
CM001121,L00152,Lead,CAM0037,Email Campaign 037,Email,Sent,False,2024-03-05,True,False,C00059
CM001122,L00152,Lead,CAM0053,Email Campaign 053,Email,Sent,False,2025-05-31,True,True,C00059
CM001123,L00152,Lead,CAM0024,Advertisement Campaign 024,Advertisement,Sent,False,2024-04-03,False,True,C00059
CM001124,L00152,Lead,CAM0009,Webinar Campaign 009,Webinar,Sent,False,2024-07-28,True,True,C00059
CM001125,L00152,Lead,CAM0018,Content Syndication Campaign 018,Content Syndication,Sent,False,2024-06-17,True,True,C00059
CM001126,L00152,Lead,CAM0014,Content Syndication Campaign 014,Content Syndication,Sent,False,2024-11-29,True,False,C00059
CM001127,L00152,Lead,CAM0058,Webinar Campaign 058,Webinar,Attended,True,2026-05-21,False,True,C00059
